DEPT,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,DRHO,PEF,DTC
123.749,12.25,,,,,,,,,,,
123.901,12.25,,,,,,,,,,,
124.054,12.25,,,,,,,,,,,
124.206,12.25,,,,,,,,,,,
124.358,12.25,,,,,,,,,,,
124.511,12.25,,,,,,,,,,,
124.663,12.25,,,,,,,,,,,
124.816,12.25,,,,,,,,,,,
124.968,12.25,,,,,,,,,,,
125.12,12.25,,,,,,,,,,,
125.273,12.25,,,,,,,,,,,
125.425,12.25,,,,,,,,,,,
125.578,12.25,,,,,,,,,,,
125.73,12.25,,,,,,,,,,,
125.882,12.25,,,,,,,,,,,
126.035,12.25,,,,,,,,,,,
126.187,12.25,,,,,,,,,,,
126.34,12.25,,,,,,,,,,,
126.492,12.25,,,,,,,,,,,
126.644,12.25,,,,,,,,,,,
126.797,12.25,,,,,,,,,,,
126.949,12.25,,,,,,,,,,,
127.102,12.25,,,,,,,,,,,
127.254,12.25,,,,,,,,,,,
127.406,12.25,,,,,,,,,,,
127.559,12.25,,,,,,,,,,,
127.711,12.25,,,,,,,,,,,
127.864,12.25,,,,,,,,,,,
128.016,12.25,,,,,,,,,,,
128.168,12.25,,,,,,,,,,,
128.321,12.25,,,,,,,,,,,
128.473,12.25,,,,,,,,,,,
128.626,12.25,,,,,,,,,,,
128.778,12.25,,,,,,,,,,,
128.93,12.25,,,,,,,,,,,
129.083,12.25,,,,,,,,,,,
129.235,12.25,,,,,,,,,,,
129.388,12.25,,,,,,,,,,,
129.54,12.25,,,,,,,,,,,
129.692,12.25,,,,,,,,,,,
129.845,12.25,,,,,,,,,,,
129.997,12.25,,,,,,,,,,,
130.15,12.25,,,,,,,,,,,
130.302,12.25,,,,,,,,,,,
130.454,12.25,,,,,,,,,,,
130.607,12.25,,,,,,,,,,,
130.759,12.25,,,,,,,,,,,
130.912,12.25,,,,,,,,,,,
131.064,12.25,,,,,,,,,,,
131.216,12.25,,,,,,,,,,,
131.369,12.25,,,,,,,,,,,
131.521,12.25,,,,,,,,,,,
131.674,12.25,,,,,,,,,,,
131.826,12.25,,,,,,,,,,,
131.978,12.25,,,,,,,,,,,
132.131,12.25,,,,,,,,,,,
132.283,12.25,,,,,,,,,,,
132.436,12.25,,,,,,,,,,,
132.588,12.25,,,,,,,,,,,
132.74,12.25,,,,,,,,,,,
132.893,12.25,,,,,,,,,,,
133.045,12.25,,,,,,,,,,,
133.198,12.25,,,,,,,,,,,
133.35,12.25,,,,,,,,,,,
133.502,12.25,,,,,,,,,,,
133.655,12.25,,,,,,,,,,,
133.807,12.25,,,,,,,,,,,
133.96,12.25,,,,,,,,,,,
134.112,12.25,,,,,,,,,,,
134.264,12.25,,,,,,,,,,,
134.417,12.25,,,,,,,,,,,
134.569,12.25,,,,,,,,,,,
134.722,12.25,,,,,,,,,,,
134.874,12.25,,,,,,,,,,,
135.026,12.25,,,,,,,,,,,
135.179,12.25,,,,,,,,,,,
135.331,12.25,,,,,,,,,,,
135.484,12.25,,,,,,,,,,,
135.636,12.25,,,,,,,,,,,
135.788,12.25,,,,,,,,,,,
135.941,12.25,,,,,,,,,,,
136.093,12.25,,,,,,,,,,,
136.246,12.25,,,,,,,,,,,
136.398,12.25,,,,,,,,,,,
136.55,12.25,,,,,,,,,,,
136.703,12.25,,,,,,,,,,,
136.855,12.25,,,,,,,,,,,
137.008,12.25,,,,,,,,,,,
137.16,12.25,,,,,,,,,,,
137.312,12.25,,,,,,,,,,,
137.465,12.25,,,,,,,,,,,
137.617,12.25,,,,,,,,,,,
137.77,12.25,,,,,,,,,,,
137.922,12.25,,,,,,,,,,,
138.074,12.25,,,,,,,,,,,
138.227,12.25,,,,,,,,,,,
138.379,12.25,,,,,,,,,,,
138.532,12.25,,,,,,,,,,,
138.684,12.25,,,,,,,,,,,
138.836,12.25,,,,,,,,,,,
138.989,12.25,,,,,,,,,,,
139.141,12.25,,,,,,,,,,,
139.294,12.25,,,,,,,,,,,
139.446,12.25,,,,,,,,,,,
139.598,12.25,,,,,,,,,,,
139.751,12.25,,,,,,,,,,,
139.903,12.25,,,,,,,,,,,
140.056,12.25,,,,,,,,,,,
140.208,12.25,,,,,,,,,,,
140.36,12.25,,,,,,,,,,,
140.513,12.25,,,,,,,,,,,
140.665,12.25,,,,,,,,,,,
140.818,12.25,,,,,,,,,,,
140.97,12.25,,,,,,,,,,,
141.122,12.25,,,,,,,,,,,
141.275,12.25,,,,,,,,,,,
141.427,12.25,,,,,,,,,,,
141.58,12.25,,,,,,,,,,,
141.732,12.25,,,,,,,,,,,
141.884,12.25,,,,,,,,,,,
142.037,12.25,,,,,,,,,,,
142.189,12.25,,,,,,,,,,,
142.342,12.25,,,,,,,,,,,
142.494,12.25,,,,,,,,,,,
142.646,12.25,,,,,,,,,,,
142.799,12.25,,,,,,,,,,,
142.951,12.25,,,,,,,,,,,
143.104,12.25,,,,,,,,,,,
143.256,12.25,,,,,,,,,,,
143.408,12.25,,,,,,,,,,,
143.561,12.25,,,,,,,,,,,
143.713,12.25,,,,,,,,,,,
143.866,12.25,,,,,,,,,,,
144.018,12.25,,,,,,,,,,,
144.17,12.25,,,,,,,,,,,
144.323,12.25,,,,,,,,,,,
144.475,12.25,,,,,,,,,,,
144.628,12.25,,,,,,,,,,,
144.78,12.25,,,,,,,,,,,
144.932,12.25,,,,,,,,,,,
145.085,12.25,,,,,,,,,,,
145.237,12.25,,,,,,,,,,,
145.39,12.25,,,,,,,,,,,
145.542,12.25,,,,,,,,,,,
145.694,12.25,,,,,,,,,,,
145.847,12.25,,,,,,,,,,,
145.999,12.25,,,,,,,,,,,
146.152,12.25,,,,,,,,,,,
146.304,12.25,,,,,,,,,,,
146.456,12.25,,,,,,,,,,,
146.609,12.25,,,,,,,,,,,
146.761,12.25,,,,,,,,,,,
146.914,12.25,,,,,,,,,,,
147.066,12.25,,,,,,,,,,,
147.218,12.25,,,,,,,,,,,
147.371,12.25,,,,,,,,,,,
147.523,12.25,,,,,,,,,,,
147.676,12.25,,,,,,,,,,,
147.828,12.25,,,,,,,,,,,
147.98,12.25,,,,,,,,,,,
148.133,12.25,,,,,,,,,,,
148.285,12.25,,,,,,,,,,,
148.438,12.25,,,,,,,,,,,
148.59,12.25,,,,,,,,,,,
148.742,12.25,,,,,,,,,,,
148.895,12.25,,,,,,,,,,,
149.047,12.25,,,,,,,,,,,
149.2,12.25,,,,,,,,,,,
149.352,12.25,,,,,,,,,,,
149.504,12.25,,,,,,,,,,,
149.657,12.25,,,,,,,,,,,
149.809,12.25,,,,,,,,,,,
149.962,12.25,,,,,,,,,,,
150.114,12.25,,,,,,,,,,,
150.266,12.25,,,,,,,,,,,
150.419,12.25,,,,,,,,,,,
150.571,12.25,,,,,,,,,,,
150.724,12.25,,,,,,,,,,,
150.876,12.25,,,,,,,,,,,
151.028,12.25,,,,,,,,,,,
151.181,12.25,,,,,,,,,,,
151.333,12.25,,,,,,,,,,,
151.486,12.25,,,,,,,,,,,
151.638,12.25,,,,,,,,,,,
151.79,12.25,,,,,,,,,,,
151.943,12.25,,,,,,,,,,,
152.095,12.25,,,,,,,,,,,
152.248,12.25,,,,,,,,,,,
152.4,12.25,,,,,,,,,,,
152.552,12.25,,,,,,,,,,,
152.705,12.25,,,,,,,,,,,
152.857,12.25,,,,,,,,,,,
153.01,12.25,,,,,,,,,,,
153.162,12.25,,,,,,,,,,,
153.314,12.25,,,,,,,,,,,
153.467,12.25,,,,,,,,,,,
153.619,12.25,,,,,,,,,,,
153.772,12.25,,,,,,,,,,,
153.924,12.25,,,,,,,,,,,
154.076,12.25,,,,,,,,,,,
154.229,12.25,,,,,,,,,,,
154.381,12.25,,,,,,,,,,,
154.534,12.25,,,,,,,,,,,
154.686,12.25,,,,,,,,,,,
154.838,12.25,,,,,,,,,,,
154.991,12.25,,,,,,,,,,,
155.143,12.25,,,,,,,,,,,
155.296,12.25,,,,,,,,,,,
155.448,12.25,,,,,,,,,,,
155.6,12.25,,,,,,,,,,,
155.753,12.25,,,,,,,,,,,
155.905,12.25,,,,,,,,,,,
156.058,12.25,,,,,,,,,,,
156.21,12.25,,,,,,,,,,,
156.362,12.25,,,,,,,,,,,
156.515,12.25,,,,,,,,,,,
156.667,12.25,,,,,,,,,,,
156.82,12.25,,,,,,,,,,,
156.972,12.25,,,,,,,,,,,
157.124,12.25,,,,,,,,,,,
157.277,12.25,,,,,,,,,,,
157.429,12.25,,,,,,,,,,,
157.582,12.25,,,,,,,,,,,
157.734,12.25,,,,,,,,,,,
157.886,12.25,,,,,,,,,,,
158.039,12.25,,,,,,,,,,,
158.191,12.25,,,,,,,,,,,
158.344,12.25,,,,,,,,,,,
158.496,12.25,,,,,,,,,,,
158.648,12.25,,,,,,,,,,,
158.801,12.25,,,,,,,,,,,
158.953,12.25,,,,,,,,,,,
159.106,12.25,,,,,,,,,,,
159.258,12.25,,,,,,,,,,,
159.41,12.25,,,,,,,,,,,
159.563,12.25,,,,,,,,,,,
159.715,12.25,,,,,,,,,,,
159.868,12.25,,,,,,,,,,,
160.02,12.25,,,,,,,,,,,
160.172,12.25,,,,,,,,,,,
160.325,12.25,,,,,,,,,,,
160.477,12.25,,,,,,,,,,,
160.63,12.25,,,,,,,,,,,
160.782,12.25,,,,,,,,,,,
160.934,12.25,,,,,,,,,,,
161.087,12.25,,,,,,,,,,,
161.239,12.25,,,,,,,,,,,
161.392,12.25,,,,,,,,,,,
161.544,12.25,,,,,,,,,,,
161.696,12.25,,,,,,,,,,,
161.849,12.25,,,,,,,,,,,
162.001,12.25,,,,,,,,,,,
162.154,12.25,,,,,,,,,,,
162.306,12.25,,,,,,,,,,,
162.458,12.25,,,,,,,,,,,
162.611,12.25,,,,,,,,,,,
162.763,12.25,,,,,,,,,,,
162.916,12.25,,,,,,,,,,,
163.068,12.25,,,,,,,,,,,
163.22,12.25,,,,,,,,,,,
163.373,12.25,,,,,,,,,,,
163.525,12.25,,,,,,,,,,,
163.678,12.25,,,,,,,,,,,
163.83,12.25,,,,,,,,,,,
163.982,12.25,,,,,,,,,,,
164.135,12.25,,,,,,,,,,,
164.287,12.25,,,,,,,,,,,
164.44,12.25,,,,,,,,,,,
164.592,12.25,,,,,,,,,,,
164.744,12.25,,,,,,,,,,,
164.897,12.25,,,,,,,,,,,
165.049,12.25,,,,,,,,,,,
165.202,12.25,,,,,,,,,,,
165.354,12.25,,,,,,,,,,,
165.506,12.25,,,,,,,,,,,
165.659,12.25,,,,,,,,,,,
165.811,12.25,,,,,,,,,,,
165.964,12.25,,,,,,,,,,,
166.116,12.25,,,,,,,,,,,
166.268,12.25,,,,,,,,,,,
166.421,12.25,,,,,,,,,,,
166.573,12.25,,,,,,,,,,,
166.726,12.25,,,,,,,,,,,
166.878,12.25,,,,,,,,,,,
167.03,12.25,,,,,,,,,,,
167.183,12.25,,,,,,,,,,,
167.335,12.25,,,,,,,,,,,
167.488,12.25,,,,,,,,,,,
167.64,12.25,,,,,,,,,,,
167.792,12.25,,,,,,,,,,,
167.945,12.25,,,,,,,,,,,
168.097,12.25,,,,,,,,,,,
168.25,12.25,,,,,,,,,,,
168.402,12.25,,,,,,,,,,,
168.554,12.25,,,,,,,,,,,
168.707,12.25,,,,,,,,,,,
168.859,12.25,,,,,,,,,,,
169.012,12.25,,,,,,,,,,,
169.164,12.25,,,,,,,,,,,
169.316,12.25,,,,,,,,,,,
169.469,12.25,,,,,,,,,,,
169.621,12.25,,,,,,,,,,,
169.774,12.25,,,,,,,,,,,
169.926,12.25,,,,,,,,,,,
170.078,12.25,,,,,,,,,,,
170.231,12.25,,,,,,,,,,,
170.383,12.25,,,,,,,,,,,
170.536,12.25,,,,,,,,,,,
170.688,12.25,,,,,,,,,,,
170.84,12.25,,,,,,,,,,,
170.993,12.25,,,,,,,,,,,
171.145,12.25,,,,,,,,,,,
171.298,12.25,,,,,,,,,,,
171.45,12.25,,,,,,,,,,,
171.602,12.25,,,,,,,,,,,
171.755,12.25,,,,,,,,,,,
171.907,12.25,,,,,,,,,,,
172.06,12.25,,,,,,,,,,,
172.212,12.25,,,,,,,,,,,
172.364,12.25,,,,,,,,,,,
172.517,12.25,,,,,,,,,,,
172.669,12.25,,,,,,,,,,,
172.822,12.25,,,,,,,,,,,
172.974,12.25,,,,,,,,,,,
173.126,12.25,,,,,,,,,,,
173.279,12.25,,,,,,,,,,,
173.431,12.25,,,,,,,,,,,
173.584,12.25,,,,,,,,,,,
173.736,12.25,,,,,,,,,,,
173.888,12.25,,,,,,,,,,,
174.041,12.25,,,,,,,,,,,
174.193,12.25,,,,,,,,,,,
174.346,12.25,,,,,,,,,,,
174.498,12.25,,,,,,,,,,,
174.65,12.25,,,,,,,,,,,
174.803,12.25,,,,,,,,,,,
174.955,12.25,,,,,,,,,,,
175.108,12.25,,,,,,,,,,,
175.26,12.25,,,,,,,,,,,
175.412,12.25,,,,,,,,,,,
175.565,12.25,,,,,,,,,,,
175.717,12.25,,,,,,,,,,,
175.87,12.25,,,,,,,,,,,
176.022,12.25,,,,,,,,,,,
176.174,12.25,,,,,,,,,,,
176.327,12.25,,,,,,,,,,,
176.479,12.25,,,,,,,,,,,
176.632,12.25,,,,,,,,,,,
176.784,12.25,,,,,,,,,,,
176.936,12.25,,,,,,,,,,,
177.089,12.25,,,,,,,,,,,
177.241,12.25,,,,,,,,,,,
177.394,12.25,,,,,,,,,,,
177.546,12.25,,,,,,,,,,,
177.698,12.25,,,,,,,,,,,
177.851,12.25,,,,,,,,,,,
178.003,12.25,,,,,,,,,,,
178.156,12.25,,,,,,,,,,,
178.308,12.25,,,,,,,,,,,
178.46,12.25,,,,,,,,,,,
178.613,12.25,,,,,,,,,,,
178.765,12.25,,,,,,,,,,,
178.918,12.25,,,,,,,,,,,
179.07,12.25,,,,,,,,,,,
179.222,12.25,,,,,,,,,,,
179.375,12.25,,,,,,,,,,,
179.527,12.25,,,,,,,,,,,
179.68,12.25,,,,,,,,,,,
179.832,12.25,,,,,,,,,,,
179.984,12.25,,,,,,,,,,,
180.137,12.25,,,,,,,,,,,
180.289,12.25,,,,,,,,,,,
180.442,12.25,,,,,,,,,,,
180.594,12.25,,,,,,,,,,,
180.746,12.25,,,,,,,,,,,
180.899,12.25,,,,,,,,,,,
181.051,12.25,,,,,,,,,,,
181.204,12.25,,,,,,,,,,,
181.356,12.25,,,,,,,,,,,
181.508,12.25,,,,,,,,,,,
181.661,12.25,,,,,,,,,,,
181.813,12.25,,,,,,,,,,,
181.966,12.25,,,,,,,,,,,
182.118,12.25,,,,,,,,,,,
182.27,12.25,,,,,,,,,,,
182.423,12.25,,,,,,,,,,,
182.575,12.25,,,,,,,,,,,
182.728,12.25,,,,,,,,,,,
182.88,12.25,,,,,,,,,,,
183.032,12.25,,,,,,,,,,,
183.185,12.25,,,,,,,,,,,
183.337,12.25,,,,,,,,,,,
183.49,12.25,,,,,,,,,,,
183.642,12.25,,,,,,,,,,,
183.794,12.25,,,,,,,,,,,
183.947,12.25,,,,,,,,,,,
184.099,12.25,,,,,,,,,,,
184.252,12.25,,,,,,,,,,,
184.404,12.25,,,,,,,,,,,
184.556,12.25,,,,,,,,,,,
184.709,12.25,,,,,,,,,,,
184.861,12.25,,,,,,,,,,,
185.014,12.25,,,,,,,,,,,
185.166,12.25,,,,,,,,,,,
185.318,12.25,,,,,,,,,,,
185.471,12.25,,,,,,,,,,,
185.623,12.25,,,,,,,,,,,
185.776,12.25,,,,,,,,,,,
185.928,12.25,,,,,,,,,,,
186.08,12.25,,,,,,,,,,,
186.233,12.25,,,,,,,,,,,
186.385,12.25,,,,,,,,,,,
186.538,12.25,,,,,,,,,,,
186.69,12.25,,,,,,,,,,,
186.842,12.25,,,,,,,,,,,
186.995,12.25,,,,,,,,,,,
187.147,12.25,,,,,,,,,,,
187.3,12.25,,,,,,,,,,,
187.452,12.25,,,,,,,,,,,
187.604,12.25,,,,,,,,,,,
187.757,12.25,,,,,,,,,,,
187.909,12.25,,,,,,,,,,,
188.062,12.25,,,,,,,,,,,
188.214,12.25,,,,,,,,,,,
188.366,12.25,,,,,,,,,,,
188.519,12.25,,,,,,,,,,,
188.671,12.25,,,,,,,,,,,
188.824,12.25,,,,,,,,,,,
188.976,12.25,,,,,,,,,,,
189.128,12.25,,,,,,,,,,,
189.281,12.25,,,,,,,,,,,
189.433,12.25,,,,,,,,,,,
189.586,12.25,,,,,,,,,,,
189.738,12.25,,,,,,,,,,,
189.89,12.25,,,,,,,,,,,
190.043,12.25,,,,,,,,,,,
190.195,12.25,,,,,,,,,,,
190.348,12.25,,,,,,,,,,,
190.5,12.25,,,,,,,,,,,
190.652,12.25,,,,,,,,,,,
190.805,12.25,,,,,,,,,,,
190.957,12.25,,,,,,,,,,,
191.11,12.25,,,,,,,,,,,
191.262,12.25,,,,,,,,,,,
191.414,12.25,,,,,,,,,,,
191.567,12.25,,,,,,,,,,,
191.719,12.25,,,,,,,,,,,
191.872,12.25,,,,,,,,,,,
192.024,12.25,,,,,,,,,,,
192.176,12.25,,,,,,,,,,,
192.329,12.25,,,,,,,,,,,
192.481,12.25,,,,,,,,,,,
192.634,12.25,,,,,,,,,,,
192.786,12.25,,,,,,,,,,,
192.938,12.25,,,,,,,,,,,
193.091,12.25,,,,,,,,,,,
193.243,12.25,,,,,,,,,,,
193.396,12.25,,,,,,,,,,,
193.548,12.25,,,,,,,,,,,
193.7,12.25,,,,,,,,,,,
193.853,12.25,,,,,,,,,,,
194.005,12.25,,,,,,,,,,,
194.158,12.25,,,,,,,,,,,
194.31,12.25,,,,,,,,,,,
194.462,12.25,,,,,,,,,,,
194.615,12.25,,,,,,,,,,,
194.767,12.25,,,,,,,,,,,
194.92,12.25,,,,,,,,,,,
195.072,12.25,,,,,,,,,,,
195.224,12.25,,,,,,,,,,,
195.377,12.25,,,,,,,,,,,
195.529,12.25,,,,,,,,,,,
195.682,12.25,,,,,,,,,,,
195.834,12.25,,,,,,,,,,,
195.986,12.25,,,,,,,,,,,
196.139,12.25,,,,,,,,,,,
196.291,12.25,,,,,,,,,,,
196.444,12.25,,,,,,,,,,,
196.596,12.25,,,,,,,,,,,
196.748,12.25,,,,,,,,,,,
196.901,12.25,,,,,,,,,,,
197.053,12.25,,,,,,,,,,,
197.206,12.25,,,,,,,,,,,
197.358,12.25,,,,,,,,,,,
197.51,12.25,,,,,,,,,,,
197.663,12.25,,,,,,,,,,,
197.815,12.25,,,,,,,,,,,
197.968,12.25,,,,,,,,,,,
198.12,12.25,,,,,,,,,,,
198.272,12.25,,,,,,,,,,,
198.425,12.25,,,,,,,,,,,
198.577,12.25,,,,,,,,,,,
198.73,12.25,,,,,,,,,,,
198.882,12.25,,,,,,,,,,,
199.034,12.25,,,,,,,,,,,
199.187,12.25,,,,,,,,,,,
199.339,12.25,,,,,,,,,,,
199.492,12.25,,,,,,,,,,,
199.644,12.25,,,,,,,,,,,
199.796,12.25,,,,,,,,,,,
199.949,12.25,,,,,,,,,,,
200.101,12.25,,,,,,,,,,,
200.254,12.25,,,,,,,,,,,
200.406,12.25,,,,,,,,,,,
200.558,12.25,,,,,,,,,,,
200.711,12.25,,,,,,,,,,,
200.863,12.25,,,,,,,,,,,
201.016,12.25,,,,,,,,,,,
201.168,12.25,,,,,,,,,,,
201.32,12.25,,,,,,,,,,,
201.473,12.25,,,,,,,,,,,
201.625,12.25,,,,,,,,,,,
201.778,12.25,,,,,,,,,,,
201.93,12.25,,,,,,,,,,,
202.082,12.25,,,,,,,,,,,
202.235,12.25,,,,,,,,,,,
202.387,12.25,,,,,,,,,,,
202.54,12.25,,,,,,,,,,,
202.692,12.25,,,,,,,,,,,
202.844,12.25,,,,,,,,,,,
202.997,12.25,,,,,,,,,,,
203.149,12.25,,,,,,,,,,,
203.302,12.25,,,,,,,,,,,
203.454,12.25,,,,,,,,,,,
203.606,12.25,,,,,,,,,,,
203.759,12.25,,,,,,,,,,,
203.911,12.25,,,,,,,,,,,
204.064,12.25,,,,,,,,,,,
204.216,12.25,,,,,,,,,,,
204.368,12.25,,,,,,,,,,,
204.521,12.25,,,,,,,,,,,
204.673,12.25,,,,,,,,,,,
204.826,12.25,,,,,,,,,,,
204.978,12.25,,,,,,,,,,,
205.13,12.25,,,,,,,,,,,
205.283,12.25,,,,,,,,,,,
205.435,12.25,,,,,,,,,,,
205.588,12.25,,,,,,,,,,,
205.74,12.25,,,,,,,,,,,
205.892,12.25,,,,,,,,,,,
206.045,12.25,,,,,,,,,,,
206.197,12.25,,,,,,,,,,,
206.35,12.25,,,,,,,,,,,
206.502,12.25,,,,,,,,,,,
206.654,12.25,,,,,,,,,,,
206.807,12.25,,,,,,,,,,,
206.959,12.25,,,,,,,,,,,
207.112,12.25,,,,,,,,,,,
207.264,12.25,,,,,,,,,,,
207.416,12.25,,,,,,,,,,,
207.569,12.25,,,,,,,,,,,
207.721,12.25,,,,,,,,,,,
207.874,12.25,,,,,,,,,,,
208.026,12.25,,,,,,,,,,,
208.178,12.25,,,,,,,,,,,
208.331,12.25,,,,,,,,,,,
208.483,12.25,,,,,,,,,,,
208.636,12.25,,,,,,,,,,,
208.788,12.25,,,,,,,,,,,
208.94,12.25,,,,,,,,,,,
209.093,12.25,,,,,,,,,,,
209.245,12.25,,,,,,,,,,,
209.398,12.25,,,,,,,,,,,
209.55,12.25,,,,,,,,,,,
209.702,12.25,,,,,,,,,,,
209.855,12.25,,,,,,,,,,,
210.007,12.25,,,,,,,,,,,
210.16,12.25,,,,,,,,,,,
210.312,12.25,,,,,,,,,,,
210.464,12.25,,,,,,,,,,,
210.617,12.25,,,,,,,,,,,
210.769,12.25,,,,,,,,,,,
210.922,12.25,,,,,,,,,,,
211.074,12.25,,,,,,,,,,,
211.226,12.25,,,,,,,,,,,
211.379,12.25,,,,,,,,,,,
211.531,12.25,,,,,,,,,,,
211.684,12.25,,,,,,,,,,,
211.836,12.25,,,,,,,,,,,
211.988,12.25,,,,,,,,,,,
212.141,12.25,,,,,,,,,,,
212.293,12.25,,,,,,,,,,,
212.446,12.25,,,,,,,,,,,
212.598,12.25,,,,,,,,,,,
212.75,12.25,,,,,,,,,,,
212.903,12.25,,,,,,,,,,,
213.055,12.25,,,,,,,,,,,
213.208,12.25,,,,,,,,,,,
213.36,12.25,,,,,,,,,,,
213.512,12.25,,,,,,,,,,,
213.665,12.25,,,,,,,,,,,
213.817,12.25,,,,,,,,,,,
213.97,12.25,,,,,,,,,,,
214.122,12.25,,,,,,,,,,,
214.274,12.25,,,,,,,,,,,
214.427,12.25,,,,,,,,,,,
214.579,12.25,,,,,,,,,,,
214.732,12.25,,,,,,,,,,,
214.884,12.25,,,,,,,,,,,
215.036,12.25,,,,,,,,,,,
215.189,12.25,,,,,,,,,,,
215.341,12.25,,,,,,,,,,,
215.494,12.25,,,,,,,,,,,
215.646,12.25,,,,,,,,,,,
215.798,12.25,,,,,,,,,,,
215.951,12.25,,,,,,,,,,,
216.103,12.25,,,,,,,,,,,
216.256,12.25,,,,,,,,,,,
216.408,12.25,,,,,,,,,,,
216.56,12.25,,,,,,,,,,,
216.713,12.25,,,,,,,,,,,
216.865,12.25,,,,,,,,,,,
217.018,12.25,,,,,,,,,,,
217.17,12.25,,,,,,,,,,,
217.322,12.25,,,,,,,,,,,
217.475,12.25,,,,,,,,,,,
217.627,12.25,,,,,,,,,,,
217.78,12.25,,,,,,,,,,,
217.932,12.25,,,,,,,,,,,
218.084,12.25,,,,,,,,,,,
218.237,12.25,,,,,,,,,,,
218.389,12.25,,,,,,,,,,,
218.542,12.25,,,,,,,,,,,
218.694,12.25,,,,,,,,,,,
218.846,12.25,,,,,,,,,,,
218.999,12.25,,,,,,,,,,,
219.151,12.25,,,,,,,,,,,
219.304,12.25,,,,,,,,,,,
219.456,12.25,,,,,,,,,,,
219.608,12.25,,,,,,,,,,,
219.761,12.25,,,,,,,,,,,
219.913,12.25,,,,,,,,,,,
220.066,12.25,,,,,,,,,,,
220.218,12.25,,,,,,,,,,,
220.37,12.25,,,,,,,,,,,
220.523,12.25,,,,,,,,,,,
220.675,12.25,,,,,,,,,,,
220.828,12.25,,,,,,,,,,,
220.98,12.25,,,,,,,,,,,
221.132,12.25,,,,,,,,,,,
221.285,12.25,,,,,,,,,,,
221.437,12.25,,,,,,,,,,,
221.59,12.25,,,,,,,,,,,
221.742,12.25,,,,,,,,,,,
221.894,12.25,,,,,,,,,,,
222.047,12.25,,,,,,,,,,,
222.199,12.25,,,,,,,,,,,
222.352,12.25,,,,,,,,,,,
222.504,12.25,,,,,,,,,,,
222.656,12.25,,,,,,,,,,,
222.809,12.25,,,,,,,,,,,
222.961,12.25,,,,,,,,,,,
223.114,12.25,,,,,,,,,,,
223.266,12.25,,,,,,,,,,,
223.418,12.25,,,,,,,,,,,
223.571,12.25,,,,,,,,,,,
223.723,12.25,,,,,,,,,,,
223.876,12.25,,,,,,,,,,,
224.028,12.25,,,,,,,,,,,
224.18,12.25,,,,,,,,,,,
224.333,12.25,,,,,,,,,,,
224.485,12.25,,,,,,,,,,,
224.638,12.25,,,,,,,,,,,
224.79,12.25,,,,,,,,,,,
224.942,12.25,,,,,,,,,,,
225.095,12.25,,,,,,,,,,,
225.247,12.25,,,,,,,,,,,
225.4,12.25,,,,,,,,,,,
225.552,12.25,,,,,,,,,,,
225.704,12.25,,,,,,,,,,,
225.857,12.25,,,,,,,,,,,
226.009,12.25,,,,,,,,,,,
226.162,12.25,,,,,,,,,,,
226.314,12.25,,,,,,,,,,,
226.466,12.25,,,,,,,,,,,
226.619,12.25,,,,,,,,,,,
226.771,12.25,,,,,,,,,,,
226.924,12.25,,,,,,,,,,,
227.076,12.25,,,,,,,,,,,
227.228,12.25,,,,,,,,,,,
227.381,12.25,,,,,,,,,,,
227.533,12.25,,,,,,,,,,,
227.686,12.25,,,,,,,,,,,
227.838,12.25,,,,,,,,,,,
227.99,12.25,,,,,,,,,,,
228.143,12.25,,,,,,,,,,,
228.295,12.25,,,,,,,,,,,
228.448,12.25,,,,,,,,,,,
228.6,12.25,,,,,,,,,,,
228.752,12.25,,,,,,,,,,,
228.905,12.25,,,,,,,,,,,
229.057,12.25,,,,,,,,,,,
229.21,12.25,,,,,,,,,,,
229.362,12.25,,,,,,,,,,,
229.514,12.25,,,,,,,,,,,
229.667,12.25,,,,,,,,,,,
229.819,12.25,,,,,,,,,,,
229.972,12.25,,,,,,,,,,,
230.124,12.25,,,,,,,,,,,
230.276,12.25,,,,,,,,,,,
230.429,12.25,,,,,,,,,,,
230.581,12.25,,,,,,,,,,,
230.734,12.25,,,,,,,,,,,
230.886,12.25,,,,,,,,,,,
231.038,12.25,,,,,,,,,,,
231.191,12.25,,,,,,,,,,,
231.343,12.25,,,,,,,,,,,
231.496,12.25,,,,,,,,,,,
231.648,12.25,,,,,,,,,,,
231.8,12.25,,,,,,,,,,,
231.953,12.25,,,,,,,,,,,
232.105,12.25,,,,,,,,,,,
232.258,12.25,,,,,,,,,,,
232.41,12.25,,,,,,,,,,,
232.562,12.25,,,,,,,,,,,
232.715,12.25,,,,,,,,,,,
232.867,12.25,,,,,,,,,,,
233.02,12.25,,,,,,,,,,,
233.172,12.25,,,,,,,,,,,
233.324,12.25,,,,,,,,,,,
233.477,12.25,,,,,,,,,,,
233.629,12.25,,,,,,,,,,,
233.782,12.25,,,,,,,,,,,
233.934,12.25,,,,,,,,,,,
234.086,12.25,,,,,,,,,,,
234.239,12.25,,,,,,,,,,,
234.391,12.25,,,,,,,,,,,
234.544,12.25,,,,,,,,,,,
234.696,12.25,,,,,,,,,,,
234.848,12.25,,,,,,,,,,,
235.001,12.25,,,,,,,,,,,
235.153,12.25,,,,,,,,,,,
235.306,12.25,,,,,,,,,,,
235.458,12.25,,,,,,,,,,,
